C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_149.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_149.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_149.jpg, 0, 0, 0, 7.893477E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_254.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_254.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_254.jpg, 0, 0, 0, 7.877934E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_359.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_359.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_359.jpg, 0, 0, 0, 7.976528E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_461.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_461.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_461.jpg, 0, 0, 0, 7.900416E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_566.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_566.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_566.jpg, 0, 0, 0, 7.863784E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_670.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_670.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_670.jpg, 0, 0, 0, 7.948717E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_772.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_772.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_772.jpg, 0, 0, 0, 7.878154E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_878.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_878.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_878.jpg, 0, 0, 0, 7.999308E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_20_981.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_20_981.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_20_981.jpg, 0, 0, 0, 7.953295E-05
C:\Users\Joel Prashanth\Desktop\myData\IMG\center_2022_06_06_00_50_21_087.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\left_2022_06_06_00_50_21_087.jpg, C:\Users\Joel Prashanth\Desktop\myData\IMG\right_2022_06_06_00_50_21_087.jpg, 0, 0, 0, 8.037852E-05
